PO,OM,Or,TY,TT,X,Y,Z,pvm,nro,AL,KL,SA,Si,KI,Sa,liSa,Hk,Sr,SrMr,Ki,Mr,Hksa,Sasi,Srmr,Hksr,Ka,Paattymissyvyys
,Kaarinan kaupunki,Kaarinan kaupunki,1480,PA  0 0,6709560.691,246124.08,29.095,17012014,1,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40']",[],[],[],[],[],[],[],[],[],[],[],19.58
,Kaarinan kaupunki,Kaarinan kaupunki,1480,PA  0 0,6709334.285,246200.698,27.766,17012014,9,0.00,,[],[],[],"['0.40', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40']",[],[],[],[],[],[],[],[],[],[],[],15.22
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709298.942,247350.707,26.298,14022020,69,000.40  -,,[],[],[],"['000.60', '007.20']",[],['014.40'],[],[],['014.45'],[],[],[],[],[],[],014.47
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA      -       0,6709148.326,246125.079,27.534,14122020,18,001.00  -,,[],[],[],['001.20'],[],"['011.80', '014.00']","['010.60', '013.60']",[],[],['016.00'],[],[],[],[],[],016.10
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709230.243,246147.815,27.965,11122020,21,000.00  -,,[],[],[],"['000.20', '005.80']",[],['005.60'],['007.00'],[],[],"['009.20', '012.17']",[],[],[],[],[],012.24
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA      -       0,6708976.83,246157.365,26.763,14122020,6,000.00  -,,[],[],[],['000.60'],[],[],[],[],[],['005.19'],[],[],[],[],[],005.21
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709012.163,246158.963,27.022,22012014,17,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20']",[],[],[],[],[],[],[],[],[],[],[],7.76
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA      -       0,6709158.412,246171.611,26.992,14122020,14,000.00  -,,[],[],[],['000.40'],[],['008.20'],[],[],[],['008.60'],[],[],[],[],[],009.04
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709047.564,246279.023,26.411,22012014,20,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20']",[],[],[],[],[],[],[],[],[],[],[],9.44
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709110.304,246408.318,25.029,15122020,2,000.00  -,,[],[],[],['000.20'],[],[],[],[],[],"['018.60', '020.57']",[],[],[],[],[],020.88
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709124.757,247303.463,36.234,10022022,62,0.20,,[],[],[],['0.40'],[],[],[],[],['0.76'],[],[],[],[],[],[],1.32
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709227.207,247438.106,26.931,09022020,80,000.60  -,,[],[],[],"['000.80', '005.40']",[],['011.20'],[],[],['011.40'],[],[],[],[],[],[],011.40
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709182.748,247449.002,28.201,21022020,78,000.60  -,,[],[],[],['001.60'],[],['002.40'],['002.60'],[],['002.80'],[],[],[],[],[],[],002.81
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709086.746,247459.588,30.587,10022022,54,0.20,,[],[],[],['0.40'],[],[],[],[],['0.64'],[],[],[],[],[],[],0.64
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709028.329,247596.434,29.345,10022022,49,0.20,,[],[],[],['0.80'],[],[],[],[],['5.24'],[],[],[],[],[],[],5.26
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708864.376,247614.8,29.291,11022022,84,0.20,,[],[],[],['0.80'],[],[],[],[],['5.46'],[],[],[],[],[],[],5.46
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709113.756,247660.286,29.32,10022020,33,000.60  -,,[],[],[],['000.80'],[],['006.60'],[],[],['006.76'],[],[],[],[],[],[],006.76
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709154.11,247670.149,29.831,10022020,34,000.60  -,,[],[],[],['000.80'],[],[],[],[],['002.87'],"['002.80', '002.99']",[],[],[],[],[],002.99
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708793.141,247714.869,30.069,11022022,41,0.20,,[],[],[],['0.80'],[],[],[],[],['10.68'],[],[],[],[],[],[],10.68
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709224.467,247967.706,33.202,11022022,12,0.20,,[],[],[],"['0.40', '1.00']",[],[],[],[],['4.60'],[],[],[],[],[],[],4.62
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709249.458,246089.461,29.753,11122020,20,,,[],[],[],['000.20'],[],[],[],[],[],"['007.80', '009.76']",[],[],[],[],[],009.76
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709485.641,246131.183,28.698,14122020,31,000.00  -,,[],[],[],"['000.20', '006.80']",[],['006.60'],[],[],[],"['009.00', '009.61']",[],[],[],[],[],009.64
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709572.505,246182.836,28.658,14122020,35,000.00  -,,[],[],[],['000.73'],[],[],['000.09'],[],[],"['012.73', '013.02']",[],[],[],[],[],013.11
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709302.525,246381.973,26.048,22012014,14,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40', '14.60', '14.80', '15.00', '15.20', '15.40', '15.60', '15.80', '16.00', '16.20', '16.40']",[],[],[],[],[],[],[],[],[],[],[],21.26
,Kaarinan kaupunki,Kaarinan kaupunki,20005,SI  0 0,6709270.133,247481.095,26.785,17022022,85,0.00,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],15.00
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709270.593,247596.51,33.589,17022020,21,000.20  -,,[],[],[],[],[],[],[],[],['000.45'],[],[],[],"['000.40', '000.89']",[],[],000.89
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709245.457,247645.972,36.395,18022020,19,000.20  -,,[],[],[],[],[],[],['000.40'],[],['000.59'],[],[],[],['000.74'],[],[],000.74
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709460.888,247887.415,31.553,18022022,81,000.20  -,,[],[],[],['000.60'],[],['000.40'],[],[],"['004.20', '004.38']","['004.00', '005.30']",[],[],[],[],[],005.30
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709078.011,246158.006,27.117,10122020,15,000.00  -,,[],[],[],['000.20'],[],[],[],[],[],['003.23'],[],[],[],[],[],003.26
,Kaarinan kaupunki,Kaarinan kaupunki,1484,PA  0 0,6709195.269,246374.911,25.644,27012014,22,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40', '14.60', '14.80', '15.00', '15.20', '15.40', '15.60', '15.80', '16.00', '16.20', '16.40', '16.60', '16.80', '17.00', '17.20', '17.40', '17.60', '17.80', '18.00', '18.20', '18.40', '18.60', '18.80', '19.00', '19.20', '19.40', '19.60', '19.80', '20.00', '20.20', '20.40']",[],[],[],[],[],[],[],[],[],[],[],23.40
,Kaarinan kaupunki,Kaarinan kaupunki,1484,PA  0 0,6709122.074,246408.925,25.445,27012014,23,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40', '14.60', '14.80', '15.00', '15.20', '15.40', '15.60', '15.80', '16.00', '16.20', '16.40', '16.60', '16.80', '17.00', '17.20', '17.40', '17.60', '17.80', '18.00', '18.20']",[],[],[],[],[],[],[],[],[],[],[],24.94
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709139.588,247328.086,36.226,10022022,67,0.20,,[],[],[],['0.20'],[],[],[],[],['0.34'],[],[],[],[],[],[],0.36
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709145.28,247360.969,33.211,10022022,68,0.20,,[],[],[],['0.40'],[],[],[],[],['1.12'],[],[],[],[],[],[],1.26
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709060.871,247367.028,35.215,10022022,59,0.20,,[],[],[],['0.40'],[],[],[],[],['1.18'],[],[],[],[],[],[],1.44
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709055.26,247388.115,32.285,10022022,58,0.20,,[],[],[],['0.40'],[],[],[],[],['0.46'],[],[],[],[],[],[],0.48
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709036.925,247393.916,32.173,10022022,57,0.20,,[],[],[],['0.40'],[],[],[],[],['0.86'],[],[],[],[],[],[],0.96
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709059.6,247413.512,31.522,10022022,56,0.20,,[],[],[],['0.40'],[],[],[],[],['0.70'],[],[],[],[],[],[],0.72
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709210.768,247495.113,28.103,17022020,79,000.80  -,,[],[],[],['001.00'],[],[],[],[],['005.17'],[],[],[],[],[],[],005.18
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709235.815,247515.104,28.367,17022020,27,000.80  -,,[],[],[],['001.00'],[],['001.60'],[],[],['001.98'],['002.54'],[],[],['001.80'],[],[],002.54
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708979.082,247610.584,29.456,11022022,48,0.20,,[],[],[],['0.80'],[],[],[],[],['4.36'],[],[],[],[],[],[],4.36
,Kaarinan kaupunki,Kaarinan kaupunki,20005,SI  0 0,6708864.376,247614.8,29.291,14022022,84,0.00,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],5.00
,Kaarinan kaupunki,Kaarinan kaupunki,20463,PA - 0,6708978.595,247628.107,29.144,12092022,3,000.00  -        Ma,,[],[],[],['000.40'],[],[],[],[],[],['004.40'],[],[],[],[],[],004.77
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709213.837,247671.235,34.329,18022020,18,000.40  -,,[],[],[],"['001.14', '001.54']",[],[],[],[],"['000.68', '001.83']","['001.74', '002.10']",[],[],['000.94'],[],[],002.10
,Kaarinan kaupunki,Kaarinan kaupunki,20005,SI  0 0,6709106.452,247689.314,29.253,16022022,82,0.00,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708832.266,247704.002,29.622,11022022,40,0.20,,[],[],[],['0.80'],[],[],[],[],['9.86'],[],[],[],[],[],[],9.88
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709280.769,246130.214,30.04,22012014,10,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20']",[],[],[],[],[],[],[],[],[],[],[],5.82
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709380.204,246345.368,26.111,15122020,26,000.00  -,,[],[],[],"['000.20', '013.82']",[],[],[],[],[],['014.00'],[],[],[],[],[],014.00
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709264.979,247532.287,28.925,17022020,24,000.40  -,,[],[],[],['000.80'],[],[],[],[],['001.26'],"['001.20', '001.36']",[],[],[],[],[],001.36
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709348.456,247856.753,41.166,14022022,1,0.20,,[],[],[],['0.40'],[],[],[],[],['0.62'],[],[],[],[],[],[],0.62
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709179.506,246092.684,28.245,11122020,19,000.00  -,,[],[],[],['000.20'],[],[],[],[],[],"['003.92', '004.48', '005.75']",[],[],[],[],[],005.85
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709120.785,246252.1,26.301,22012014,19,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20']",[],[],[],[],[],[],[],[],[],[],[],21.06
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709161.253,247389.943,29.738,17022020,74,000.60  -,,[],[],[],['002.03'],[],[],['004.43'],[],['004.55'],['001.43'],[],[],['006.11'],[],[],006.11
,Kaarinan kaupunki,Kaarinan kaupunki,20463,PA - 0,6708977.956,247603.327,29.287,12092022,5,000.00  -        Ma,,[],[],[],['000.20'],[],[],[],[],[],['003.40'],[],[],[],[],[],003.46
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708932.185,247608.004,29.627,11022022,45,0.20,,[],[],[],['0.80'],[],[],[],[],['1.48'],[],[],[],[],[],[],1.50
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708941.803,247611.761,29.82,11022022,46,0.20,,[],[],[],[],[],[],[],[],"['0.26', '0.56', '0.92']",[],[],[],[],[],[],1.04
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6708824.56,247632.807,29.514,11022022,42,0.20,,[],[],[],['0.80'],[],[],[],[],['10.36'],[],[],[],[],[],[],10.38
,Kaarinan kaupunki,Kaarinan kaupunki,20005,SI  0 0,6708937.957,247757.31,29.249,15022022,83,0.00,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],11.00
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709446.977,246316.805,27.118,14122020,33,000.00  -,,[],[],[],['000.40'],[],[],[],[],[],['011.94'],[],[],[],[],[],011.96
,Kaarinan kaupunki,Kaarinan kaupunki,1484,PA  0 0,6709266.174,246492.332,25.698,27012014,25,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20', '12.40', '12.60', '12.80', '13.00', '13.20', '13.40', '13.60', '13.80', '14.00', '14.20', '14.40', '14.60', '14.80', '15.00', '15.20', '15.40', '15.60', '15.80', '16.00', '16.20', '16.40', '16.60', '16.80', '17.00', '17.20', '17.40', '17.60', '17.80']",[],[],[],[],[],[],[],[],[],[],[],21.28
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709279.572,247468.96,26.702,09022020,25,000.40  -,,[],[],[],"['000.60', '010.40', '018.60', '019.20']",[],['018.40'],[],[],['021.23'],"['021.00', '021.20', '021.83']",[],[],[],[],[],021.83
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709270.133,247481.095,26.785,09022020,85,000.60  -,,[],[],[],"['000.80', '008.40']",[],[],[],[],['017.24'],['017.00'],[],[],[],[],[],017.24
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709284.102,247541.387,28.351,17022020,23,000.80  -,,[],[],[],['001.00.'],[],[],[],[],['001.20'],['001.59'],[],[],[],[],[],001.59
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709349.517,247940.869,40.865,14022022,3,0.20,,[],[],[],['0.40'],[],[],[],[],['0.72'],[],[],[],[],[],[],0.90
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709433.066,248000.489,32.989,17022022,8,0.20,,[],[],[],['1.22'],[],[],[],[],['11.28'],[],[],[],[],[],[],11.32
,Kaarinan kaupunki,Kaarinan kaupunki,1483,PA  0 0,6709064.961,246211.186,26.433,22012014,18,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00']",[],[],[],[],[],[],[],[],[],[],[],5.90
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA      -       0,6709159.129,246456.18,25.496,14122020,1,000.00  -,,[],[],[],"['000.40', '001.20']",[],['001.00'],[],[],[],['015.60'],[],[],[],[],[],016.91
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709152.121,247468.98,31.614,11022020,76,000.20  -,,[],[],[],[],[],[],[],[],['000.21'],[],[],[],[],[],[],000.21
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709163.031,247553.41,30.131,10022020,30,000.20  -,,[],[],[],"['000.85', '001.45']",[],['001.65'],[],[],['002.44'],"['002.05', '003.42']",[],[],[],[],[],003.42
,Kaarinan kaupunki,Kaarinan kaupunki,20463,PA - 0,6708976.878,247621.308,29.193,12092022,4,000.00  -        Ma,,[],[],[],['000.20'],[],[],[],[],[],['003.65'],[],[],[],[],[],003.62
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6708912.041,247762.324,29.327,11022020,38,000.60  -,,[],[],[],['000.80'],[],['009.20'],[],[],['009.21'],[],[],[],[],[],[],009.21
,Kaarinan kaupunki,Kaarinan kaupunki,1480,PA  0 0,6709415.947,246163.964,28.393,17012014,6,0.00,,[],[],[],"['0.40', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60']",[],[],[],[],[],[],[],[],[],[],[],9.10
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA      -       0,6709299.81,246165.99,29.543,14122020,22,000.00  -,,[],[],[],['000.40'],[],[],[],[],[],['004.64'],[],[],[],[],[],005.99
,Kaarinan kaupunki,Kaarinan kaupunki,1480,PA  0 0,6709478.357,246229.902,27.722,17012014,5,0.00,,[],[],[],"['0.40', '0.60', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20', '11.40', '11.60', '11.80', '12.00', '12.20']",[],[],[],[],[],[],[],[],[],[],[],12.40
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709569.964,246257.214,28.936,14122020,34,000.00  -,,[],[],[],"['000.20', '001.00', '008.60']",[],['008.00'],['000.40'],[],[],"['009.80', '010.33']",[],[],[],[],[],010.33
,Kaarinan kaupunki,Kaarinan kaupunki,1480,PA  0 0,6709416.972,246326.824,26.651,17012014,8,0.00,,[],[],[],"['0.40', '0.80', '1.00', '1.20', '1.40', '1.60', '1.80', '2.00', '2.20', '2.40', '2.60', '2.80', '3.00', '3.20', '3.40', '3.60', '3.80', '4.00', '4.20', '4.40', '4.60', '4.80', '5.00', '5.20', '5.40', '5.60', '5.80', '6.00', '6.20', '6.40', '6.60', '6.80', '7.00', '7.20', '7.40', '7.60', '7.80', '8.00', '8.20', '8.40', '8.60', '8.80', '9.00', '9.20', '9.40', '9.60', '9.80', '10.00', '10.20', '10.40', '10.60', '10.80', '11.00', '11.20']",[],[],[],[],[],[],[],[],[],[],[],14.12
,Kaarinan kaupunki,Kaarinan kaupunki,14538,PA - 0,6709275.581,246351.561,25.915,11122020,11,000.00  -,,[],[],[],['000.20'],[],[],[],[],[],"['020.00', '021.12']",[],[],[],[],[],021.12
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709241.191,247365.027,26.714,09022022,71,0.20,,[],[],[],"['0.40', '15.20']",[],[],[],[],['15.40'],[],[],[],[],[],[],15.56
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA - 0,6709464.181,247887.19,31.785,18022022,10,000.20  -,,[],[],[],['000.40'],[],[],[],[],"['005.60', '005.73']","['004.80', '006.26']",[],[],[],[],[],006.26
,Kaarinan kaupunki,Kaarinan kaupunki,20005 -,NO 1 - - -,6709460.888,247887.415,31.553,16032022,81,,,[],[],[],"['0.00', '1.00', '2.00', '3.00']",[],[],[],[],[],[],[],[],[],[],[],
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709390.357,248009.682,33.835,17022022,6,0.20,,[],[],[],"['1.02', '7.22']",[],[],[],[],['9.98'],[],[],[],[],[],[],9.98
,Kaarinan kaupunki,Kaarinan kaupunki,20005,PA  0 0,6709464.737,248035.259,32.919,17022022,7,0.20,,[],[],[],['1.30'],[],[],[],[],['5.06'],[],[],[],[],[],[],5.08
